,Olympiad_Participation,Scholarship,School,Fav_sub,Projects,Grasp_pow,Time_sprt,Medals,Career_sprt,Act_sprt,Fant_arts,Won_arts,Time_art,Predicted_Hobby
445,1,1,1,2,0,3,3,1,0,1,0,1,1,0
446,1,1,1,0,1,2,3,0,0,0,0,0,2,0
447,1,1,1,3,0,3,1,1,0,1,1,1,3,0
448,1,0,1,3,1,2,3,1,0,0,1,2,3,0
449,1,0,1,2,0,3,3,0,0,0,0,0,2,0
450,1,1,0,2,0,5,4,0,1,1,0,1,3,0
451,1,0,1,2,1,3,2,0,1,0,1,1,1,0
452,1,1,1,0,0,2,3,1,0,0,1,0,2,0
453,1,1,1,3,1,5,3,1,0,1,0,1,1,0
454,1,0,1,2,0,3,3,1,1,0,1,1,3,0
455,1,0,1,3,0,5,3,0,0,1,1,1,3,0
456,1,0,1,2,1,2,5,1,1,0,0,2,1,0
457,1,0,1,2,1,2,2,1,1,0,1,1,2,0
458,1,0,1,2,0,3,5,0,0,0,0,0,1,0
459,1,0,0,0,0,4,2,1,0,1,0,2,1,0
460,1,1,1,2,0,3,5,0,0,1,1,1,3,0
461,1,1,1,3,1,5,3,1,0,1,0,2,1,0
462,1,0,1,2,0,5,3,0,0,1,1,1,3,0
463,1,0,1,2,1,3,3,1,0,1,0,2,2,0
464,1,0,1,2,0,3,4,0,0,0,0,0,1,0
465,1,0,0,0,0,4,2,1,0,1,1,0,3,0
466,1,1,1,2,0,4,2,1,0,1,1,1,2,0
467,1,1,0,1,0,4,3,0,0,0,0,0,3,0
468,1,1,1,3,1,5,6,1,0,0,0,1,2,0
469,1,0,1,0,1,4,2,1,0,1,0,2,2,0
470,1,0,1,3,1,4,3,0,0,1,1,0,2,0
471,1,1,1,3,0,3,2,0,0,1,1,1,3,0
472,1,0,1,3,0,4,4,1,0,1,1,1,1,0
473,1,1,1,2,0,3,2,0,0,0,1,1,2,0
474,1,0,1,0,1,2,4,1,0,1,0,1,1,0
475,1,1,1,3,1,5,3,1,0,1,0,2,1,0
476,1,1,0,3,0,4,3,0,0,1,0,1,3,0
477,1,0,1,2,1,1,6,1,0,0,0,2,4,0
478,1,0,0,2,0,2,2,0,1,0,1,1,1,0
479,1,0,1,2,0,1,4,0,0,0,0,0,1,0
480,1,1,1,2,0,2,2,1,0,1,0,1,2,0
481,1,1,0,1,0,5,3,0,0,0,0,0,2,0
482,1,1,0,2,0,4,3,0,1,1,1,1,3,0
483,1,1,1,0,1,2,6,1,0,0,0,1,2,0
484,1,0,1,2,1,3,4,0,0,0,0,2,1,0
485,1,1,0,3,0,2,2,0,1,0,1,1,1,0
486,1,1,1,3,1,4,1,1,0,1,0,1,1,0
487,1,0,0,0,1,5,1,0,1,0,1,2,1,0
488,1,1,0,3,0,5,3,1,1,1,1,0,1,0
489,1,0,1,0,0,4,2,1,0,1,0,1,3,0
490,1,0,1,0,1,4,1,1,0,0,1,0,1,0
491,1,0,1,3,1,3,5,1,0,1,0,2,2,0
492,1,1,1,0,1,4,2,0,0,0,1,0,1,0
493,1,0,1,2,0,5,3,0,0,1,1,1,3,0
494,1,0,1,0,1,3,3,1,1,1,0,2,2,0
495,1,0,1,3,1,4,1,1,0,0,0,1,1,0
496,1,0,1,2,0,4,2,1,0,1,1,1,3,0
497,1,0,1,3,1,3,5,0,0,1,0,2,2,0
498,1,1,1,2,0,4,2,0,0,0,1,0,3,0
499,1,0,1,3,1,3,2,1,0,1,0,1,1,0
500,1,0,1,3,1,4,5,1,0,1,1,1,2,0
501,1,0,1,0,1,5,3,0,0,1,1,0,1,0
502,1,0,1,2,0,4,3,1,0,0,1,1,2,0
503,1,0,1,3,1,4,1,1,0,1,1,1,1,0
504,1,0,1,2,1,4,4,1,0,1,1,1,1,0
505,1,0,1,1,0,4,1,0,0,0,0,1,1,0
506,1,0,1,2,0,4,1,0,0,1,0,1,2,0
507,1,0,1,2,0,3,4,0,0,0,0,0,1,0
508,1,0,1,2,0,3,4,0,0,0,0,0,1,0
509,1,0,1,3,0,4,2,1,0,1,1,1,1,0
510,0,0,1,3,1,5,2,1,0,1,1,0,1,0
511,1,0,1,2,0,4,2,0,0,0,1,1,2,0
512,1,0,1,0,1,2,2,1,0,1,0,2,1,0
513,0,0,1,2,1,4,1,0,0,0,0,1,2,0
514,1,0,1,2,1,4,2,1,0,0,0,1,1,0
515,1,1,1,3,1,4,1,0,0,0,1,1,1,0
516,1,0,1,0,1,4,3,1,0,1,0,2,2,0
517,0,0,1,0,1,5,2,1,0,1,0,2,1,0
518,1,0,1,0,1,2,2,1,0,1,0,2,2,0
519,1,1,1,1,0,4,1,0,0,0,0,1,1,0
520,0,0,1,2,0,4,1,0,0,1,1,1,2,0
521,1,1,0,1,0,3,2,1,0,1,0,1,1,0
522,0,0,1,2,0,3,4,0,0,0,0,0,2,0
523,1,0,1,3,1,5,4,0,0,0,0,0,1,0
524,0,1,1,0,0,2,2,1,0,1,1,1,1,0
525,0,0,1,3,1,5,2,1,0,1,1,1,1,0
526,0,0,1,2,0,4,2,0,0,0,1,1,2,0
527,1,1,1,3,0,4,3,1,0,0,1,0,1,0
528,0,0,1,2,0,5,3,0,0,1,1,1,3,0
529,1,1,1,3,1,2,2,0,0,1,0,1,1,0
530,1,0,1,2,1,4,4,0,1,0,0,1,1,0
531,0,0,1,3,1,4,3,1,0,1,1,1,3,0
532,0,0,1,2,1,3,4,0,0,0,1,0,1,0
533,0,1,1,3,0,3,1,0,0,0,0,1,1,0
534,1,0,1,1,0,4,4,1,0,1,1,1,1,0
535,0,0,1,3,0,4,3,0,0,1,0,0,2,0
536,0,0,1,3,1,4,2,0,0,1,0,1,1,0
537,0,0,1,2,1,2,4,0,1,0,0,0,2,0
538,0,0,1,3,0,4,4,0,0,0,1,0,1,0
539,0,0,0,0,0,4,2,0,0,1,0,1,2,0
540,0,0,1,3,0,4,2,1,0,1,1,1,3,0
541,1,0,1,2,0,4,6,1,0,1,1,1,2,0
542,1,0,1,2,1,3,4,0,0,1,1,1,1,0
543,1,0,1,2,1,4,3,1,0,1,1,2,2,0
544,1,0,1,3,1,3,5,1,1,0,0,1,2,0
545,1,0,1,3,1,4,6,0,0,1,1,2,3,0
546,1,1,1,3,0,4,3,1,0,0,0,0,4,0
547,1,1,1,3,1,5,3,1,0,1,1,1,1,0
548,0,0,1,3,0,5,3,0,0,1,1,1,3,0
549,0,0,1,2,1,2,4,0,1,0,0,0,3,0
550,0,0,1,2,0,3,4,1,0,0,1,0,1,0
551,0,0,0,0,0,4,2,1,0,1,1,1,2,0
552,1,1,1,2,1,4,2,1,0,1,1,1,1,0
553,0,0,1,2,0,3,2,1,0,0,0,1,3,0
554,1,0,1,2,1,3,6,0,1,0,1,1,1,0
555,0,0,1,1,1,4,3,1,0,1,1,1,3,0
556,0,0,1,2,1,4,4,1,0,1,1,1,1,0
557,0,1,1,3,0,3,1,0,0,1,0,1,2,0
558,1,0,1,1,0,4,1,0,0,0,0,1,2,0
559,1,0,1,3,1,3,1,0,0,1,0,2,1,0
560,0,0,1,2,0,4,3,1,0,1,0,1,1,0
561,0,0,0,0,1,3,3,0,0,0,0,0,2,0
562,1,1,0,0,0,4,2,1,0,0,1,1,1,0
563,0,0,1,1,1,2,2,1,0,1,1,1,1,0
564,0,0,1,2,0,2,6,0,0,1,1,1,3,0
565,1,1,1,1,1,5,3,1,0,1,0,1,1,0
566,1,1,1,3,1,2,3,1,0,1,1,1,3,0
567,0,0,1,1,1,4,2,0,0,0,1,1,1,0
568,1,0,1,1,1,5,4,1,0,0,0,1,1,0
569,0,0,1,2,0,3,3,1,0,1,0,1,1,0
570,1,1,1,0,1,2,3,1,0,0,0,0,2,0
571,1,1,1,2,0,4,2,1,0,1,1,1,2,0
572,0,0,1,3,1,4,3,1,0,1,1,1,2,0
573,0,1,1,3,0,3,6,1,0,1,0,0,2,0
574,1,0,1,1,0,4,1,0,0,0,0,1,1,0
575,1,0,1,3,0,3,1,0,0,1,0,2,2,0
576,0,0,1,2,0,4,3,1,0,1,0,1,1,0
577,0,0,0,3,1,3,3,1,0,0,0,0,1,0
578,0,0,0,0,0,2,2,1,0,0,0,1,1,0
579,0,0,1,3,0,4,2,1,0,1,1,1,1,0
580,0,0,1,2,0,5,6,0,0,1,0,1,3,0
581,0,1,1,3,1,5,3,0,0,1,0,1,1,0
582,1,0,1,2,1,3,2,0,0,0,1,1,2,0
583,0,0,1,3,1,4,3,0,0,1,1,1,2,0
584,0,1,1,3,1,3,2,0,0,1,0,1,1,0
585,1,0,1,1,0,4,4,1,0,0,0,1,1,0
586,0,0,1,3,1,3,3,0,0,0,0,1,1,0
587,1,0,1,2,1,2,3,0,0,1,0,0,2,0
588,0,0,1,0,1,5,3,0,0,1,1,1,1,0
589,1,0,1,3,0,3,4,0,0,1,1,1,2,0
590,0,0,1,3,1,3,1,0,0,1,1,1,1,0
591,0,0,1,2,0,4,4,0,0,0,0,0,2,0
592,1,0,1,2,0,4,2,1,0,1,0,1,1,0
593,0,0,1,3,0,3,4,0,0,0,0,0,1,0
594,0,1,0,0,1,5,2,1,0,1,1,1,2,0
595,1,0,1,3,0,4,2,1,0,1,1,1,1,0
596,1,0,1,1,0,4,2,0,0,1,1,1,1,0
597,1,0,0,3,0,3,5,0,0,0,0,0,1,0
598,0,0,0,0,0,4,2,1,0,1,0,2,1,0
599,1,1,1,2,0,3,5,0,0,1,1,1,2,0
600,0,1,1,3,1,5,3,1,0,1,0,2,1,0
601,0,0,0,3,0,4,3,0,0,1,1,1,3,0
602,1,0,1,0,1,5,5,1,1,1,0,1,1,0
603,0,0,1,2,0,3,4,0,0,0,0,0,1,0
604,1,0,0,0,0,2,2,1,0,1,1,2,1,0
605,0,1,1,2,0,4,2,1,0,1,1,1,2,0
606,1,1,0,1,0,4,3,0,0,0,0,0,2,0
607,1,1,1,0,1,5,6,1,0,0,0,1,2,0
608,1,0,1,2,0,4,3,1,0,1,1,2,2,0
609,1,0,0,0,1,2,2,1,0,1,0,2,1,0
610,0,0,1,2,1,3,1,0,0,0,1,1,1,0
611,1,0,0,2,1,3,2,1,0,0,1,1,4,0
612,1,0,1,3,0,3,1,0,0,0,1,1,1,0
613,1,1,0,3,1,3,2,1,1,1,0,0,1,0
614,1,1,1,2,1,5,5,1,1,1,0,1,4,0
615,1,0,0,2,1,3,2,0,1,0,1,1,3,0
616,0,0,1,0,0,3,3,1,1,1,0,2,3,0
617,0,0,0,1,1,4,2,1,0,0,0,1,1,0
618,1,0,0,3,1,5,3,0,0,0,0,2,2,0
619,1,0,0,2,0,4,2,1,0,1,1,1,3,0
620,1,0,0,2,1,3,1,1,0,0,1,0,1,0
621,1,1,1,1,1,3,2,1,0,1,1,2,1,0
622,1,1,1,2,1,4,2,0,0,0,1,0,3,0
623,1,0,0,2,1,4,2,1,0,1,1,1,2,0
624,0,1,1,2,0,3,2,1,0,0,1,1,3,0
625,0,0,1,2,1,4,1,1,0,1,1,2,1,0
626,0,0,1,0,0,3,3,1,0,1,1,1,3,0
627,0,0,1,2,1,5,3,0,0,1,1,1,3,0
628,0,0,1,3,1,4,5,1,0,0,0,1,1,0
629,1,1,1,2,1,4,3,0,0,1,1,2,2,0
630,1,0,1,2,0,2,2,1,0,1,1,1,3,0
631,0,0,1,2,1,4,5,1,0,1,1,0,1,0
632,1,0,1,3,1,2,5,0,0,1,0,2,2,0
633,1,0,1,3,1,3,5,0,0,0,0,1,1,0
634,1,0,1,3,1,4,5,1,0,1,1,1,2,0
635,0,0,1,2,1,5,3,0,0,1,1,0,1,0
636,1,1,1,2,0,3,3,1,0,0,1,1,2,0
637,0,0,1,2,1,3,1,1,0,1,1,0,1,0
638,0,1,1,3,1,3,3,1,0,1,1,1,3,0
639,0,0,1,2,1,4,4,1,0,1,1,1,1,0
640,1,0,1,2,0,2,1,0,0,0,0,1,1,0
641,0,1,1,2,0,4,3,0,0,1,0,1,1,0
642,0,0,1,2,1,3,4,0,0,0,0,0,1,0
643,0,0,1,2,0,4,2,1,0,1,1,1,1,0
644,0,1,1,2,1,4,2,0,0,0,1,1,2,0
645,0,1,1,0,1,5,2,0,0,1,0,2,1,0
646,1,0,1,2,0,4,5,1,0,1,1,2,1,0
647,1,0,1,0,1,2,2,1,0,1,0,2,1,0
648,0,0,1,2,1,2,1,0,0,0,1,1,2,0
649,0,0,1,2,1,4,2,1,0,1,1,2,1,0
650,1,1,1,2,1,4,2,1,0,0,0,1,1,0
651,1,1,1,3,1,4,1,0,0,0,1,1,1,0
652,1,0,1,2,1,4,3,1,0,1,0,2,2,0
653,0,1,1,0,1,5,2,1,0,1,0,2,1,0
654,1,0,1,2,0,2,3,1,1,1,1,1,2,0
655,1,0,1,0,1,2,2,1,0,1,0,0,1,0
656,0,0,1,2,0,3,1,0,0,1,0,1,2,0
657,1,0,1,1,1,4,1,0,0,0,0,1,2,0
658,0,0,1,2,0,4,1,0,0,1,0,1,3,0
659,1,0,0,2,0,3,2,1,0,1,0,0,1,0
660,1,0,1,2,0,2,4,0,0,0,0,0,1,0
661,1,0,1,3,0,5,4,0,0,0,0,0,1,0
662,0,1,1,0,1,2,2,1,0,0,1,1,2,0
663,0,0,1,2,1,5,2,1,0,1,1,1,1,0
664,1,0,1,2,0,4,2,0,0,0,1,1,2,0
665,1,1,1,2,1,5,2,1,0,1,0,0,1,0
666,0,0,1,2,1,5,3,0,0,1,1,1,3,0
667,0,0,1,3,0,5,3,0,0,1,1,1,3,0
668,1,0,1,2,1,3,3,1,1,0,1,1,3,0
669,1,1,1,3,0,3,4,0,0,1,1,1,3,0
670,0,0,0,3,0,4,2,0,1,1,1,1,2,0
671,0,0,0,3,0,4,3,1,0,0,1,1,3,0
672,1,1,1,2,0,3,3,0,0,1,0,1,2,0
673,1,0,1,3,1,5,6,1,0,0,0,1,2,0
674,1,0,0,2,0,3,1,1,0,0,0,1,1,0
675,0,0,1,3,0,2,4,1,0,0,1,1,3,0
676,1,0,0,3,0,1,6,0,1,0,1,1,2,0
677,0,1,0,0,1,5,3,1,0,1,0,2,3,0
678,1,0,0,0,1,3,6,1,0,1,0,2,1,0
679,0,0,0,3,0,4,1,0,0,0,1,1,3,0
680,1,0,1,1,1,5,2,1,0,0,0,1,4,0
681,0,0,0,3,1,5,3,0,0,0,1,2,1,0
682,0,0,0,3,0,4,4,0,0,0,0,2,1,0
683,1,1,1,2,0,4,3,1,0,0,0,0,3,0
684,0,0,1,2,0,5,3,0,0,1,1,1,3,0
685,0,0,0,3,1,4,1,1,0,0,0,0,2,0
686,0,0,0,1,0,4,2,1,1,0,1,1,1,0
687,0,0,1,1,1,5,2,1,0,1,0,0,2,0
688,1,1,1,3,1,3,3,1,0,1,0,1,1,0
689,1,0,1,2,0,3,2,0,1,0,1,0,1,0
690,1,1,1,1,1,3,3,1,0,1,0,0,4,0
691,1,0,1,1,1,5,4,1,1,0,0,0,1,0
692,0,0,1,1,0,3,2,0,1,1,0,2,3,0
693,1,0,1,3,0,3,3,1,1,1,0,0,1,0
694,1,0,1,2,0,3,2,0,0,0,1,1,2,0
695,0,0,1,0,1,2,3,1,0,1,0,1,2,0
696,0,0,1,0,1,5,1,1,0,1,0,1,1,0
697,1,1,0,3,0,5,4,0,0,1,0,1,3,0
698,1,0,1,2,1,3,2,0,1,0,1,1,1,0
699,0,0,1,0,1,3,1,0,0,1,1,2,4,1
700,0,0,1,0,0,4,1,1,1,0,1,2,1,1
701,0,1,0,3,1,4,3,1,1,0,1,0,5,1
702,0,0,1,2,0,3,2,1,0,1,1,1,3,1
703,0,0,1,0,1,4,3,0,0,1,1,0,4,1
704,0,0,1,3,1,3,1,1,0,1,1,1,4,1
705,0,0,1,3,1,3,3,1,0,1,1,1,3,1
706,0,0,1,3,1,3,3,1,1,1,1,2,3,1
707,0,0,1,2,0,3,4,0,0,0,1,0,4,1
708,0,0,1,2,0,3,2,0,0,0,1,1,2,1
709,0,0,1,2,0,3,3,1,0,1,1,2,3,1
710,0,1,1,2,1,4,2,1,1,0,1,2,1,1
711,0,0,1,0,1,3,2,1,0,0,1,2,4,1
712,0,0,0,1,0,3,2,1,0,0,0,2,4,1
713,0,0,1,3,0,4,4,0,0,0,0,0,3,1
714,0,0,1,2,0,3,2,0,0,0,1,1,2,1
715,0,0,1,2,0,4,3,0,0,1,1,1,3,1
716,0,0,1,2,1,3,6,1,0,1,1,2,4,1
717,0,0,1,2,1,3,2,0,1,0,1,2,3,1
718,0,0,1,2,0,4,3,0,0,1,1,2,3,1
719,0,0,1,3,1,3,3,1,0,1,1,2,3,1
720,0,0,1,2,1,3,4,1,0,1,1,2,3,1
721,0,0,1,1,0,3,4,0,0,0,0,0,2,1
722,0,0,1,1,0,3,2,0,0,1,1,2,2,1
723,0,0,1,0,1,4,3,1,0,1,0,2,2,1
724,0,0,1,0,1,3,3,1,1,1,0,2,2,1
725,0,0,1,1,0,3,2,0,0,1,1,2,5,1
726,0,0,1,0,0,3,2,0,0,1,1,2,5,1
727,0,1,1,2,1,3,1,1,0,1,1,2,4,1
728,0,0,1,2,0,4,2,0,0,1,1,2,5,1
729,0,0,1,0,1,3,3,0,0,1,1,2,5,1
730,0,0,1,2,0,4,2,0,0,1,1,2,4,1
731,0,0,1,2,0,3,2,1,0,1,1,2,5,1
732,0,0,1,3,1,3,2,1,0,1,1,2,5,1
733,0,0,1,0,0,3,2,0,0,1,1,2,6,1
734,0,0,1,2,1,3,3,1,0,0,1,2,4,1
735,0,0,0,0,0,3,3,0,0,0,1,2,5,1
736,0,0,1,2,0,2,3,0,0,1,1,2,4,1
737,0,0,1,2,0,3,2,0,0,0,1,2,5,1
738,0,0,1,2,0,3,2,0,0,1,1,2,5,1
739,0,0,1,0,0,3,3,0,0,1,1,2,5,1
740,0,0,1,0,0,2,3,0,0,1,1,2,5,1
741,0,0,1,2,0,3,1,1,0,1,1,2,5,1
742,0,0,1,0,0,3,3,0,0,1,1,2,4,1
743,0,0,1,2,0,3,3,0,0,0,1,2,4,1
744,0,0,1,0,1,3,2,0,0,1,1,2,5,1
745,0,1,1,0,0,3,1,0,0,1,1,2,4,1
746,0,0,1,1,1,3,2,1,0,1,1,2,4,1
747,0,0,1,0,0,3,2,0,0,1,1,2,5,1
748,0,0,0,0,0,3,1,0,0,1,1,2,5,1
749,0,1,1,2,1,3,2,1,0,1,1,2,4,1
750,0,0,1,0,0,3,2,0,0,0,1,2,4,1
751,0,0,0,0,0,3,2,1,0,1,1,2,5,1
752,0,0,0,2,1,3,2,0,0,1,1,2,5,1
753,0,1,1,0,1,2,2,0,0,1,1,2,4,1
754,0,1,0,0,0,3,1,0,0,0,1,2,4,1
755,0,0,1,2,0,4,3,0,0,1,1,2,4,1
756,0,0,0,0,1,3,2,0,0,1,1,2,5,1
757,0,0,1,0,1,3,2,0,0,1,1,2,4,1
758,0,0,1,2,1,3,3,0,0,1,1,2,4,1
759,0,1,0,0,0,4,2,0,0,0,1,2,5,1
760,0,0,1,2,1,3,1,0,0,1,1,2,4,1
761,0,0,0,1,1,3,1,0,0,1,1,2,4,1
762,0,0,1,1,1,3,1,1,0,1,1,2,5,1
763,0,0,1,0,1,3,3,1,0,0,1,2,4,1
764,0,0,1,1,0,3,1,0,0,1,1,2,4,1
765,0,0,0,0,0,3,3,0,0,1,1,2,5,1
766,0,0,1,2,0,3,4,0,0,0,1,2,3,1
767,0,0,1,2,0,3,3,0,0,0,1,2,5,1
768,0,0,1,2,1,4,1,0,0,0,1,2,4,1
769,0,0,1,2,1,3,2,1,0,0,0,2,4,1
770,0,0,1,0,0,3,1,0,0,0,1,2,5,1
771,0,0,0,0,0,4,1,0,0,1,1,2,3,1
772,0,0,1,0,1,4,3,0,0,1,1,2,5,1
773,0,1,1,2,0,3,3,0,0,0,1,2,4,1
774,0,0,1,0,1,3,1,0,0,0,1,2,4,1
775,0,1,1,2,1,4,4,0,0,0,0,2,2,1
776,0,0,1,2,0,4,3,0,0,1,1,2,5,1
777,0,0,1,0,1,3,3,0,0,1,1,2,4,1
778,0,0,1,0,0,4,1,0,0,0,1,2,5,1
779,0,0,0,0,0,4,1,0,0,0,1,2,5,1
780,0,0,1,0,0,3,1,0,0,1,1,2,5,1
781,0,0,1,0,1,4,3,0,0,1,1,2,4,1
782,0,0,0,2,0,3,3,1,0,0,1,2,5,1
783,0,0,1,2,1,3,1,1,0,1,1,2,5,1
784,0,0,0,2,0,3,4,0,0,0,1,2,4,1
785,0,0,1,0,1,4,2,1,0,1,1,2,5,1
786,0,0,1,0,1,3,2,1,0,1,1,2,4,1
787,0,0,1,0,1,3,1,0,0,0,1,2,4,1
788,0,0,1,2,0,3,1,0,0,1,1,2,5,1
789,0,0,1,1,1,3,2,0,0,0,1,2,4,1
790,0,0,0,1,0,3,2,1,0,1,1,2,5,1
791,0,0,1,2,0,3,2,1,0,1,1,2,5,1
792,0,0,1,0,0,3,2,1,0,1,1,2,3,1
793,0,0,1,1,0,3,1,0,0,1,1,2,5,1
794,0,0,1,3,0,3,2,1,0,1,1,2,4,1
795,0,0,0,3,0,3,1,0,0,1,1,2,5,1
796,0,0,1,0,1,2,3,0,0,1,1,2,4,1
797,0,0,1,2,0,3,4,0,0,0,1,2,5,1
798,0,0,0,3,0,3,2,0,0,0,1,2,5,1
799,0,1,0,1,0,3,2,0,0,0,1,2,5,1
800,0,1,0,2,0,4,3,0,0,1,1,2,4,1
801,0,0,1,0,1,3,2,1,0,1,1,2,4,1
802,0,1,0,0,1,4,2,0,0,1,1,2,5,1
803,0,0,1,3,1,3,2,1,0,1,1,2,5,1
804,0,1,0,2,0,2,1,1,0,1,1,2,4,1
805,0,0,1,2,0,3,2,1,0,0,1,2,5,1
806,0,0,0,2,0,3,1,1,0,1,1,2,5,1
807,0,0,1,3,0,3,4,1,0,1,1,2,5,1
808,0,0,1,0,0,3,2,0,0,0,1,2,4,1
809,0,0,0,2,0,2,2,0,0,0,1,2,5,1
810,0,0,1,0,0,3,3,1,0,1,1,2,4,1
811,0,0,1,0,1,3,3,1,0,1,1,2,5,1
812,0,0,0,2,0,3,2,0,0,0,1,2,5,1
813,0,0,0,2,0,3,4,0,0,0,1,2,4,1
814,0,0,0,2,0,3,3,0,0,0,1,2,4,1
815,0,0,0,3,0,3,1,0,0,0,1,2,4,1
816,0,0,0,0,0,4,1,0,0,0,1,2,3,1
817,0,0,0,2,0,2,2,0,0,0,1,2,4,1
818,0,0,0,3,0,3,2,0,0,0,1,2,4,1
819,0,0,0,2,0,3,2,0,0,0,1,2,4,1
820,0,0,0,2,0,2,4,0,0,0,1,2,3,1
821,0,0,0,3,0,3,5,0,0,0,1,2,4,1
822,0,0,0,3,0,3,1,0,0,0,1,2,4,1
823,0,0,0,2,0,3,3,0,0,0,1,2,3,1
824,0,0,0,3,0,4,2,0,0,0,1,2,4,1
825,0,0,0,2,0,3,6,0,0,0,1,2,4,1
826,0,0,0,2,0,3,2,0,0,0,1,2,4,1
827,0,0,0,2,0,1,2,0,0,0,1,2,3,1
828,0,0,0,0,0,1,3,0,0,0,1,2,4,1
829,0,0,0,2,0,3,2,0,0,0,1,2,4,1
830,0,0,0,0,0,2,3,0,0,0,1,2,4,1
831,0,0,0,3,0,3,3,0,0,0,1,2,4,1
832,0,0,0,2,0,3,1,0,0,0,1,2,3,1
833,0,0,0,3,0,3,5,0,0,0,1,2,4,1
834,0,0,0,2,0,3,3,0,0,0,1,2,4,1
835,0,0,0,3,0,3,1,0,0,0,1,2,4,1
836,0,0,0,3,0,3,3,0,0,0,1,2,3,1
837,0,0,0,2,0,3,1,0,0,0,1,2,4,1
838,0,0,0,2,0,3,1,0,0,0,1,2,4,1
839,0,0,0,2,0,4,4,0,0,0,1,2,5,1
840,0,0,0,3,0,3,2,0,0,0,1,2,5,1
841,0,0,0,2,0,3,2,0,0,0,1,2,2,1
842,0,0,0,0,0,3,2,0,0,0,1,2,5,1
843,0,0,0,2,0,4,6,0,0,0,1,2,3,1
844,0,0,0,3,0,3,3,0,0,0,1,2,5,1
845,0,0,0,3,0,3,3,0,0,0,1,2,3,1
846,0,0,0,3,0,3,6,0,0,0,1,2,5,1
847,0,0,0,2,0,2,6,0,0,0,1,2,4,1
848,0,0,0,3,0,3,3,0,0,0,1,2,4,1
849,0,0,0,0,0,2,3,0,0,0,1,2,2,1
850,0,0,0,2,0,3,4,0,0,0,1,2,2,1
851,0,0,0,3,0,3,3,0,0,0,1,2,1,1
852,0,0,0,3,0,2,2,0,0,0,1,2,4,1
853,0,0,0,3,0,2,6,0,0,0,1,2,4,1
854,0,0,1,0,1,3,3,1,1,1,0,2,2,1
855,0,0,0,1,0,3,3,0,0,0,1,2,2,1
856,0,0,0,0,0,3,2,0,0,0,1,2,2,1
857,0,0,0,0,0,3,6,0,0,0,1,2,3,1
858,0,0,0,2,0,4,3,0,0,0,1,2,3,1
859,0,0,0,0,0,3,2,0,0,0,1,2,4,1
860,0,0,1,0,0,4,2,0,0,0,1,0,1,1
861,0,0,0,2,0,3,3,0,0,0,1,2,4,1
862,0,0,0,3,0,3,3,0,0,0,1,2,3,1
863,0,0,0,3,0,4,4,0,0,0,1,0,1,1
864,0,0,0,2,0,3,2,0,0,0,1,2,4,1
865,0,0,0,0,0,4,2,0,0,0,1,2,4,1
866,0,0,0,2,0,3,1,0,0,0,1,2,4,1
867,0,0,0,2,0,3,6,0,0,0,1,2,4,1
868,0,0,0,3,0,2,3,0,0,0,1,0,1,1
869,0,0,0,3,0,3,3,0,0,0,1,2,4,1
870,0,0,0,1,0,3,6,0,0,0,1,2,4,1
871,0,0,0,3,0,3,1,0,0,0,1,2,4,1
872,0,0,0,3,0,3,3,0,0,0,1,2,4,1
873,0,0,0,1,0,4,4,0,0,0,1,2,1,1
874,0,0,0,3,0,3,1,0,0,0,1,2,1,1
875,0,0,1,0,1,3,6,1,1,1,1,2,4,1
876,0,0,0,2,0,3,2,0,0,0,1,2,3,1
877,0,1,1,3,1,3,6,0,0,0,1,0,1,1
878,0,0,0,2,0,3,3,0,0,0,1,2,3,1
879,0,0,0,2,0,4,1,0,0,0,1,2,3,1
880,0,0,0,2,0,3,3,0,0,0,1,2,4,1
881,0,0,0,2,0,3,6,0,0,0,1,2,1,1
882,0,0,0,2,0,3,3,0,0,0,1,2,4,1
883,0,0,0,0,0,3,1,0,0,0,1,2,3,1
884,0,0,0,2,0,2,2,1,1,1,1,2,4,1
885,0,0,0,3,0,3,3,1,0,1,1,0,1,1
886,0,0,0,1,0,2,2,0,0,0,1,2,4,1
887,0,0,0,2,0,3,2,0,0,0,1,2,3,1
888,0,0,0,3,0,2,3,0,0,0,1,2,2,1
889,0,0,0,2,0,2,2,0,0,0,1,2,1,1
890,0,0,0,3,0,3,2,0,0,0,1,2,4,1
891,0,0,0,3,0,2,2,0,0,0,1,2,4,1
892,0,0,0,2,0,2,2,0,0,0,1,2,4,1
893,0,0,0,3,0,3,3,0,0,0,1,2,3,1
894,0,0,0,1,0,3,4,0,0,0,1,2,2,1
895,0,0,0,3,0,2,2,0,0,0,1,2,5,1
896,0,0,0,3,0,3,3,0,0,0,1,2,1,1
897,0,0,0,3,0,3,3,0,0,0,1,2,3,1
898,0,0,0,2,0,3,4,0,0,0,1,2,1,1
899,0,0,0,2,0,3,1,0,0,0,1,2,4,1
900,0,0,0,3,0,3,3,0,0,0,1,2,3,1
901,0,0,0,3,0,3,4,0,0,0,1,2,1,1
902,0,0,0,2,0,3,2,0,0,0,1,2,3,1
903,0,0,0,0,0,4,2,0,0,0,1,2,1,1
904,0,0,0,2,1,3,1,0,0,0,1,2,2,1
905,0,0,0,2,1,3,3,1,1,1,0,1,1,1
906,0,0,0,0,1,4,2,0,0,0,1,2,1,1
907,0,0,0,0,1,2,2,0,0,0,1,2,1,1
